CPU Freq is 2.200144 
CMDLINE: "./nr_dlsim" "-L" "4" 
[CONFIG] get parameters from cmdline [CONFIG] debug flags: 0x00400000
Initializing random number generator, seed -5218788369805554673
[CONFIG] log_config: 2/3 parameters successfully set 
[CONFIG] log_config: 53/53 parameters successfully set 
[CONFIG] log_config: 53/53 parameters successfully set 
[CONFIG] log_config: 16/16 parameters successfully set 
[CONFIG] log_config: 16/16 parameters successfully set 
log init done
[MAC]   [MAIN] Init function start:nb_nr_macrlc_inst=1
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 49] 	 RE[re 4] => rxF_ext[3]=(-1,0)	 rxF[4]=(-1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 49] 	 RE[re 5] => rxF_ext[4]=(0,0)	 rxF[5]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 49] 	 RE[re 6] => rxF_ext[4]=(0,0)	 rxF[6]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 49] 	 RE[re 7] => rxF_ext[5]=(0,0)	 rxF[7]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 49] 	 RE[re 8] => rxF_ext[6]=(-1,0)	 rxF[8]=(-1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 49] 	 RE[re 9] => rxF_ext[7]=(0,0)	 rxF[9]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 49] 	 RE[re 10] => rxF_ext[7]=(0,0)	 rxF[10]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 49] 	 RE[re 11] => rxF_ext[8]=(-1,0)	 rxF[11]=(-1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (50) is lower than half N_RB_DL -> rxF = &rxdataF[aarx = (0)][(frame_parms->first_carrier_offset + 12 * c_rb + (symbol * (frame_parms->ofdm_symbol_size))) = (2012)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 50] 	 RE[re 0] => rxF_ext[0]=(-1,0)	 rxF[0]=(-1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 50] 	 RE[re 1] => rxF_ext[1]=(-22934,-20880)	 rxF[1]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 50] 	 RE[re 2] => rxF_ext[1]=(-1,0)	 rxF[2]=(-1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 50] 	 RE[re 3] => rxF_ext[2]=(-3,2)	 rxF[3]=(-3,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 50] 	 RE[re 4] => rxF_ext[3]=(-1,0)	 rxF[4]=(-1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 50] 	 RE[re 5] => rxF_ext[4]=(16384,0)	 rxF[5]=(-3,2) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 50] 	 RE[re 6] => rxF_ext[4]=(-3,0)	 rxF[6]=(-3,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 50] 	 RE[re 7] => rxF_ext[5]=(-2,1)	 rxF[7]=(-2,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 50] 	 RE[re 8] => rxF_ext[6]=(-1,1)	 rxF[8]=(-1,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 50] 	 RE[re 9] => rxF_ext[7]=(32744,0)	 rxF[9]=(-1,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 50] 	 RE[re 10] => rxF_ext[7]=(-1,2)	 rxF[10]=(-1,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 50] 	 RE[re 11] => rxF_ext[8]=(-1,2)	 rxF[11]=(-1,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (51) is lower than half N_RB_DL -> rxF = &rxdataF[aarx = (0)][(frame_parms->first_carrier_offset + 12 * c_rb + (symbol * (frame_parms->ofdm_symbol_size))) = (2024)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 51] 	 RE[re 0] => rxF_ext[0]=(-1,2)	 rxF[0]=(-1,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 51] 	 RE[re 1] => rxF_ext[1]=(62,0)	 rxF[1]=(-1,1) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 51] 	 RE[re 2] => rxF_ext[1]=(-1,0)	 rxF[2]=(-1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 51] 	 RE[re 3] => rxF_ext[2]=(-1,3)	 rxF[3]=(-1,3)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 51] 	 RE[re 4] => rxF_ext[3]=(0,3)	 rxF[4]=(0,3)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 51] 	 RE[re 5] => rxF_ext[4]=(32744,0)	 rxF[5]=(0,2) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 51] 	 RE[re 6] => rxF_ext[4]=(-1,1)	 rxF[6]=(-1,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 51] 	 RE[re 7] => rxF_ext[5]=(-1,4)	 rxF[7]=(-1,4)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 51] 	 RE[re 8] => rxF_ext[6]=(-1,1)	 rxF[8]=(-1,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 51] 	 RE[re 9] => rxF_ext[7]=(-4704,-21085)	 rxF[9]=(0,2) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 51] 	 RE[re 10] => rxF_ext[7]=(-1,2)	 rxF[10]=(-1,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 51] 	 RE[re 11] => rxF_ext[8]=(0,2)	 rxF[11]=(0,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (52) is lower than half N_RB_DL -> rxF = &rxdataF[aarx = (0)][(frame_parms->first_carrier_offset + 12 * c_rb + (symbol * (frame_parms->ofdm_symbol_size))) = (2036)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 52] 	 RE[re 0] => rxF_ext[0]=(0,3)	 rxF[0]=(0,3)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 52] 	 RE[re 1] => rxF_ext[1]=(32766,0)	 rxF[1]=(0,1) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 52] 	 RE[re 2] => rxF_ext[1]=(0,3)	 rxF[2]=(0,3)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 52] 	 RE[re 3] => rxF_ext[2]=(2,3)	 rxF[3]=(2,3)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 52] 	 RE[re 4] => rxF_ext[3]=(1,2)	 rxF[4]=(1,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 52] 	 RE[re 5] => rxF_ext[4]=(-1,-1)	 rxF[5]=(3,2) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 52] 	 RE[re 6] => rxF_ext[4]=(3,2)	 rxF[6]=(3,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 52] 	 RE[re 7] => rxF_ext[5]=(1,1)	 rxF[7]=(1,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 52] 	 RE[re 8] => rxF_ext[6]=(1,2)	 rxF[8]=(1,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 52] 	 RE[re 9] => rxF_ext[7]=(-22934,-20880)	 rxF[9]=(0,2) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 52] 	 RE[re 10] => rxF_ext[7]=(2,2)	 rxF[10]=(2,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 52] 	 RE[re 11] => rxF_ext[8]=(0,1)	 rxF[11]=(0,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (53) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (0)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 53] 	 RE[re 0] => rxF_ext[0]=(53,52)	 rxF[0]=(53,52)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 53] 	 RE[re 1] => rxF_ext[1]=(18318,32093)	 rxF[1]=(40,32) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 53] 	 RE[re 2] => rxF_ext[1]=(26,18)	 rxF[2]=(26,18)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 53] 	 RE[re 3] => rxF_ext[2]=(24,15)	 rxF[3]=(24,15)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 53] 	 RE[re 4] => rxF_ext[3]=(18,12)	 rxF[4]=(18,12)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 53] 	 RE[re 5] => rxF_ext[4]=(0,0)	 rxF[5]=(20,13) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 53] 	 RE[re 6] => rxF_ext[4]=(20,12)	 rxF[6]=(20,12)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 53] 	 RE[re 7] => rxF_ext[5]=(21,11)	 rxF[7]=(21,11)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 53] 	 RE[re 8] => rxF_ext[6]=(10,5)	 rxF[8]=(10,5)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 53] 	 RE[re 9] => rxF_ext[7]=(-4448,-21085)	 rxF[9]=(11,6) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 53] 	 RE[re 10] => rxF_ext[7]=(11,4)	 rxF[10]=(11,4)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 53] 	 RE[re 11] => rxF_ext[8]=(12,4)	 rxF[11]=(12,4)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (54) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (12)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 54] 	 RE[re 0] => rxF_ext[0]=(11,4)	 rxF[0]=(11,4)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 54] 	 RE[re 1] => rxF_ext[1]=(32744,0)	 rxF[1]=(11,4) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 54] 	 RE[re 2] => rxF_ext[1]=(13,2)	 rxF[2]=(13,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 54] 	 RE[re 3] => rxF_ext[2]=(10,2)	 rxF[3]=(10,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 54] 	 RE[re 4] => rxF_ext[3]=(11,2)	 rxF[4]=(11,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 54] 	 RE[re 5] => rxF_ext[4]=(-22352,29884)	 rxF[5]=(10,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 54] 	 RE[re 6] => rxF_ext[4]=(10,1)	 rxF[6]=(10,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 54] 	 RE[re 7] => rxF_ext[5]=(10,1)	 rxF[7]=(10,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 54] 	 RE[re 8] => rxF_ext[6]=(9,0)	 rxF[8]=(9,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 54] 	 RE[re 9] => rxF_ext[7]=(32766,0)	 rxF[9]=(9,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 54] 	 RE[re 10] => rxF_ext[7]=(9,-1)	 rxF[10]=(9,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 54] 	 RE[re 11] => rxF_ext[8]=(7,-2)	 rxF[11]=(7,-2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (55) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (24)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 55] 	 RE[re 0] => rxF_ext[0]=(9,-1)	 rxF[0]=(9,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 55] 	 RE[re 1] => rxF_ext[1]=(-3917,-21085)	 rxF[1]=(8,-4) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 55] 	 RE[re 2] => rxF_ext[1]=(6,0)	 rxF[2]=(6,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 55] 	 RE[re 3] => rxF_ext[2]=(8,-2)	 rxF[3]=(8,-2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 55] 	 RE[re 4] => rxF_ext[3]=(7,-2)	 rxF[4]=(7,-2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 55] 	 RE[re 5] => rxF_ext[4]=(32766,0)	 rxF[5]=(9,-3) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 55] 	 RE[re 6] => rxF_ext[4]=(7,-3)	 rxF[6]=(7,-3)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 55] 	 RE[re 7] => rxF_ext[5]=(7,-3)	 rxF[7]=(7,-3)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 55] 	 RE[re 8] => rxF_ext[6]=(4,0)	 rxF[8]=(4,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 55] 	 RE[re 9] => rxF_ext[7]=(-20736,-10748)	 rxF[9]=(3,-2) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 55] 	 RE[re 10] => rxF_ext[7]=(4,-1)	 rxF[10]=(4,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 55] 	 RE[re 11] => rxF_ext[8]=(5,0)	 rxF[11]=(5,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (56) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (36)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 56] 	 RE[re 0] => rxF_ext[0]=(4,0)	 rxF[0]=(4,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 56] 	 RE[re 1] => rxF_ext[1]=(32766,0)	 rxF[1]=(2,-1) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 56] 	 RE[re 2] => rxF_ext[1]=(2,-1)	 rxF[2]=(2,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 56] 	 RE[re 3] => rxF_ext[2]=(3,-1)	 rxF[3]=(3,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 56] 	 RE[re 4] => rxF_ext[3]=(3,-1)	 rxF[4]=(3,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 56] 	 RE[re 5] => rxF_ext[4]=(4,0)	 rxF[5]=(1,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 56] 	 RE[re 6] => rxF_ext[4]=(1,0)	 rxF[6]=(1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 56] 	 RE[re 7] => rxF_ext[5]=(3,-2)	 rxF[7]=(3,-2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 56] 	 RE[re 8] => rxF_ext[6]=(4,0)	 rxF[8]=(4,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 56] 	 RE[re 9] => rxF_ext[7]=(0,0)	 rxF[9]=(4,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 56] 	 RE[re 10] => rxF_ext[7]=(3,0)	 rxF[10]=(3,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 56] 	 RE[re 11] => rxF_ext[8]=(2,0)	 rxF[11]=(2,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (57) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (48)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 57] 	 RE[re 0] => rxF_ext[0]=(2,0)	 rxF[0]=(2,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 57] 	 RE[re 1] => rxF_ext[1]=(16384,0)	 rxF[1]=(4,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 57] 	 RE[re 2] => rxF_ext[1]=(3,0)	 rxF[2]=(3,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 57] 	 RE[re 3] => rxF_ext[2]=(0,0)	 rxF[3]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 57] 	 RE[re 4] => rxF_ext[3]=(3,0)	 rxF[4]=(3,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 57] 	 RE[re 5] => rxF_ext[4]=(32744,0)	 rxF[5]=(4,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 57] 	 RE[re 6] => rxF_ext[4]=(0,0)	 rxF[6]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 57] 	 RE[re 7] => rxF_ext[5]=(1,0)	 rxF[7]=(1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 57] 	 RE[re 8] => rxF_ext[6]=(2,0)	 rxF[8]=(2,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 57] 	 RE[re 9] => rxF_ext[7]=(27080,32095)	 rxF[9]=(2,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 57] 	 RE[re 10] => rxF_ext[7]=(4,0)	 rxF[10]=(4,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 57] 	 RE[re 11] => rxF_ext[8]=(2,0)	 rxF[11]=(2,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (58) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (60)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 58] 	 RE[re 0] => rxF_ext[0]=(4,0)	 rxF[0]=(4,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 58] 	 RE[re 1] => rxF_ext[1]=(32744,13056)	 rxF[1]=(2,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 58] 	 RE[re 2] => rxF_ext[1]=(2,1)	 rxF[2]=(2,1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 58] 	 RE[re 3] => rxF_ext[2]=(3,0)	 rxF[3]=(3,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 58] 	 RE[re 4] => rxF_ext[3]=(1,0)	 rxF[4]=(1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 58] 	 RE[re 5] => rxF_ext[4]=(0,0)	 rxF[5]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 58] 	 RE[re 6] => rxF_ext[4]=(0,0)	 rxF[6]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 58] 	 RE[re 7] => rxF_ext[5]=(1,0)	 rxF[7]=(1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 58] 	 RE[re 8] => rxF_ext[6]=(1,0)	 rxF[8]=(1,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 58] 	 RE[re 9] => rxF_ext[7]=(32766,0)	 rxF[9]=(1,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 58] 	 RE[re 10] => rxF_ext[7]=(0,0)	 rxF[10]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 58] 	 RE[re 11] => rxF_ext[8]=(0,-1)	 rxF[11]=(0,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (59) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (72)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 59] 	 RE[re 0] => rxF_ext[0]=(0,0)	 rxF[0]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 59] 	 RE[re 1] => rxF_ext[1]=(-256,-1)	 rxF[1]=(2,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 59] 	 RE[re 2] => rxF_ext[1]=(0,2)	 rxF[2]=(0,2)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 59] 	 RE[re 3] => rxF_ext[2]=(0,0)	 rxF[3]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 59] 	 RE[re 4] => rxF_ext[3]=(0,0)	 rxF[4]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 59] 	 RE[re 5] => rxF_ext[4]=(0,0)	 rxF[5]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 59] 	 RE[re 6] => rxF_ext[4]=(0,-1)	 rxF[6]=(0,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 59] 	 RE[re 7] => rxF_ext[5]=(0,1)	 rxF[7]=(0,1)
